userID	movieID	tagID	timestamp
728	26	1320	1188393276000
728	419	14146	1188393112000
728	2409	3	1188393092000
728	2409	226	1188393092000
728	2409	14143	1188393092000
728	2412	3	1188393260000
728	2412	226	1188393259000
728	2863	328	1188393130000
728	3668	1320	1188393323000
728	3979	4861	1188393354000
728	6016	69	1188393025000
728	6016	623	1188393025000
728	6016	10859	1188393025000
728	8361	535	1188393253000
728	8957	14145	1188393307000
728	41569	8191	1188393237000
728	41569	14144	1188393237000
728	45722	59	1188393217000
728	45722	136	1188393217000
732	4187	6255	1162451420000
783	3623	3014	1162489008000
788	3617	1511	1188405080000
788	3617	8629	1188405080000
788	3617	14662	1188405080000
788	3617	14673	1188405080000
788	3916	916	1188405028000
788	3916	13840	1188405028000
788	3916	14665	1188405028000
788	3916	14674	1188405028000
788	3916	14675	1188405028000
788	4270	459	1188405031000
788	4270	914	1188405031000
788	5414	5707	1188411155000
788	5414	11998	1188411155000
788	5414	14656	1188411155000
788	5414	14669	1188411155000
788	5955	1010	1188406700000
788	5955	7803	1188406599000
788	5955	14664	1188406651000
788	5955	14665	1188406589000
788	5955	14668	1188406689000
788	5955	14671	1188406618000
788	5955	14679	1188406558000
788	6010	12299	1188411668000
788	6010	14663	1188411667000
788	6010	14672	1188411667000
788	6010	14677	1188411667000
788	8622	14659	1188404870000
788	42418	498	1188406940000
788	42418	971	1188406829000
788	42418	1622	1188406845000
788	42418	2100	1188407015000
788	42418	12103	1188406914000
788	42418	14652	1188406951000
788	42418	14657	1188406886000
788	42418	14658	1188406894000
788	42418	14661	1188406839000
788	42418	14666	1188406986000
788	43419	12115	1188411304000
788	43419	14653	1188411304000
788	43419	14676	1188411304000
788	53953	2566	1188405385000
788	53953	14660	1188405370000
788	53953	14667	1188405398000
